EXP_ID,EXP_NAME,SCALING_EXPERIMENT_ID,scaling_protocol,scaling_point_number,scaling_log10_percent,radonpy_percent,radonpy_fraction,zero_percent_baseline_exp_id,n_completed_seeds,weight_only,best_valid_score_mean,best_valid_score_std,best_valid_score_min,best_valid_score_max,best_epoch_mean,best_epoch_std,best_epoch_min,best_epoch_max,elapsed_min_mean,elapsed_min_std,elapsed_min_min,elapsed_min_max
E8,E8 scaling point 3/5: M2 joint multitask × R1 device multi at 2.236068% auxiliary data,E8_scale_log5_p03,E8_auxiliary_log10_percent_0p05_to_100_5points,3,0.3494850021680094,2.2360679774997894,0.022360679774997894,E2,10,True,35.139206027905416,2.387038904118536,32.21011836910775,38.54119296786114,80.4,36.255880749043854,17.0,150.0,139.81150818069776,46.05783621397816,58.39361231724421,224.26415418783824
