model,ood_tier,method_id,K,base_split_seed,support_split_seed,optimization_seed,protocol,n_test_rows,mae_sec,rmse_sec,mean_error_sec,spearman,r2,prediction_unique,prediction_std
Graphormer-RT scratch179,internal_OOD,0238,5,2034,2034,24,K-shot fine-tuning,575,31.338513036177535,40.48064973427333,12.274494047438646,0.948529928040238,0.8969512953788373,549,107.72880849272357
Graphormer-RT scratch179,internal_OOD,0238,20,2004,2004,23,K-shot fine-tuning,559,20.394511748903327,32.5267045634685,1.3667409262854824,0.958751325163538,0.9332625982025364,531,123.0789489003792
Graphormer-RT scratch179,internal_OOD,0238,20,2006,2006,24,K-shot fine-tuning,558,26.324281243041597,36.191401314109356,-14.905841474706728,0.9584675943865579,0.9174559118250105,531,118.22134954010734
Graphormer-RT scratch179,internal_OOD,0238,20,2011,2011,23,K-shot fine-tuning,558,29.570354660096708,42.680781706723785,8.37061612714102,0.9429391019087117,0.8862987823724809,531,132.05984502500115
Graphormer-RT scratch179,internal_OOD,0238,20,2012,2012,23,K-shot fine-tuning,558,27.530131356475213,40.54619877715561,14.485636896889416,0.9559806846887865,0.8972899916134653,531,121.12143347398712
Graphormer-RT scratch179,internal_OOD,0238,20,2016,2016,24,K-shot fine-tuning,560,23.049523876189987,34.997116456983214,4.210785635223146,0.951094510841747,0.922375091647835,532,118.16713113636682
Graphormer-RT scratch179,internal_OOD,0238,20,2020,2020,23,K-shot fine-tuning,560,25.856010683388117,37.624286160301274,0.06059988455880127,0.9491080980562775,0.9108805939541746,533,120.98013635822682
Graphormer-RT scratch179,internal_OOD,0238,20,2022,2022,23,K-shot fine-tuning,557,29.068064126202792,39.45563236294318,-12.119006982308942,0.9442282802173323,0.9027128236106557,534,114.03938992952381
Graphormer-RT scratch179,internal_OOD,0238,20,2027,2027,23,K-shot fine-tuning,560,26.394303508693287,37.42535911517139,-8.122365781413723,0.9431611140435423,0.9106518890785704,533,114.45278866240363
Graphormer-RT scratch179,internal_OOD,0238,20,2032,2032,23,K-shot fine-tuning,560,27.577413276178827,38.288197675147046,10.714498798604055,0.9485648589892485,0.9081347844018902,531,121.12767323600688
Graphormer-RT scratch179,internal_OOD,0238,20,2034,2034,24,K-shot fine-tuning,560,29.281724950124044,39.23247220858843,-16.541006161008095,0.9473142365756219,0.9038503433422936,533,121.31847820605778
Graphormer-RT scratch179,internal_OOD,0238,100,2004,2004,23,K-shot fine-tuning,469,23.464005735111055,34.73347322670313,-1.90013120182232,0.9533314118738284,0.921059308914204,452,118.46475479767263
Graphormer-RT scratch179,internal_OOD,0238,100,2006,2006,24,K-shot fine-tuning,475,23.168777779823074,34.372977335176486,1.0013489665365523,0.9533172208865295,0.9253360562412537,452,127.66245996857805
Graphormer-RT scratch179,internal_OOD,0238,100,2011,2011,23,K-shot fine-tuning,476,27.43854163827946,38.89266323354517,-1.7159452753341078,0.9461914034556792,0.9077113876220795,451,116.09381521686335
Graphormer-RT scratch179,internal_OOD,0238,100,2012,2012,23,K-shot fine-tuning,469,23.327933907109713,35.63215636283226,1.9297095128337036,0.955944991701367,0.9231008124314926,451,122.84063638222347
Graphormer-RT scratch179,internal_OOD,0238,100,2016,2016,24,K-shot fine-tuning,473,24.908384871590357,36.18366489312955,-9.967187702819217,0.9523193436370575,0.919100355445498,452,129.12678521602376
Graphormer-RT scratch179,internal_OOD,0238,100,2020,2020,23,K-shot fine-tuning,472,25.617016822946162,36.52358012804613,-0.867943354177889,0.9502266386084798,0.9147722309463954,453,120.78142578715398
Graphormer-RT scratch179,internal_OOD,0238,100,2022,2022,23,K-shot fine-tuning,474,26.81140157562103,38.86830346332742,-9.05389752742964,0.9500173898388639,0.9086678136930566,451,117.40951677025451
Graphormer-RT scratch179,internal_OOD,0238,100,2027,2027,23,K-shot fine-tuning,475,29.843080738608382,41.501384514300035,-12.332552236406821,0.9363347726002708,0.890852085471687,453,122.50106422801326
Graphormer-RT scratch179,internal_OOD,0238,100,2032,2032,23,K-shot fine-tuning,476,26.997270123952873,38.22551996519343,-12.469144373938459,0.9538909861993472,0.9084039083617491,452,117.44336391994919
Graphormer-RT scratch179,internal_OOD,0238,100,2034,2034,24,K-shot fine-tuning,478,23.29760230468804,35.24723438873735,3.5747363235485814,0.9506513980710124,0.9234943901966673,452,128.02041769622224
