model,ood_tier,method_id,method_name,K,repeat_seed,n_total,n_total_molecules,n_support,n_support_rows,n_query,n_query_molecules,mode,unirt_seed,checkpoint,dataset_signature,support_rng_seed,head_init_seed,mae_sec,rmse_sec,medae_sec,mape_pct,r2
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,5,2027,45,45,5,5,40,40,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115032.0,3132.0,245.55596014239396,305.47241071523086,212.06903608523837,77.71731429279713,-15.587498136039436
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,5,2032,45,45,5,5,40,40,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115037.0,3137.0,133.1480377509713,239.821586067224,66.9167847314593,35.67614416059301,-8.36891306635614
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,5,2034,45,45,5,5,40,40,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115039.0,3139.0,162.98752249729077,252.13966470734664,94.15820216740684,44.96627647154456,-9.078898950055862
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2004,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115024.0,3124.0,76.31711307892127,104.8500658016851,50.15859259740728,20.318680680420233,-2.2147355181410333
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2006,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115026.0,3126.0,163.87503189016857,286.90703285425633,93.3012813510565,45.945551854461876,-13.833983082551438
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2011,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115031.0,3131.0,313.9231505095869,523.8127116721778,131.13601374466924,86.40181041095542,-38.555477236332486
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2012,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115032.0,3132.0,66.93965374936431,87.74209909730855,43.90247402006443,18.03250150931012,-0.5961011026221386
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2016,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115036.0,3136.0,107.75104092429112,153.12351075773717,91.94749141258932,29.43181386718599,-3.330534560368723
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2020,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115040.0,3140.0,102.40069466292866,132.95326467572474,79.80406912225627,27.305409743286084,-2.4499944895468073
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2022,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115042.0,3142.0,116.45061738373708,144.90828830426636,95.78683404828335,30.734643033842517,-2.7625119055536795
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2027,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115047.0,3147.0,92.98577975525056,121.32501098981928,72.53817731125591,23.273620381693927,-4.046845353968779
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2032,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115052.0,3152.0,95.55977135714512,120.3261311867116,73.84695851886926,26.54527492768245,-1.3518364232035438
Uni-RT GINKAN,external_OOD,0411,Thermo Scientific Hypersil GOLD aQ,20,2034,45,45,20,20,25,25,frozen_backbone_fresh_head,2,best_model.pth,a97a4b51281dd815,1115054.0,3154.0,115.52861507251797,149.10176535759197,94.77680348406716,30.742744905864615,-3.4474208901109167
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,0,-1,154,154,0,0,154,154,zero_shot_source_task_ensemble,2,best_model.pth,d6cc9cb594eaf6b5,,,77.7805701852272,92.23177320128718,68.54218377208014,27.57468523667604,-0.0240236082845164
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2004,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115009.0,3109.0,263.1697972278885,515.6626338215893,137.0200595568961,74.23143085203927,-30.875000996481564
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2006,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115011.0,3111.0,338.3005286222096,654.7257331046003,173.42525101526144,279.0398487437052,-49.29540787759498
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2011,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115016.0,3116.0,230.0005742854353,420.363550854088,159.89311414318945,82.33232478986568,-19.87885040952633
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2012,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115017.0,3117.0,181.86509997197007,230.28168040667492,136.060988717366,85.4469896927144,-5.240280786640194
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2016,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115021.0,3121.0,186.44709174103335,235.1293629030116,159.0189020155218,60.962865090221875,-5.57333785563947
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2020,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115025.0,3125.0,242.4158290478868,343.6425698104932,191.83165246107643,68.30731861668973,-14.76802441389045
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2022,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115027.0,3127.0,244.82802627853695,334.94745693141476,196.42882236026472,156.0530558273074,-12.262592242287704
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2027,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115032.0,3132.0,165.54718231417678,201.57714992915325,149.98154832783734,68.39644261639928,-3.902861645448779
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2032,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115037.0,3137.0,152.51942641317055,191.1300458621184,125.66004514307394,70.7530284821335,-3.301479856581304
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,5,2034,154,154,5,5,149,149,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115039.0,3139.0,298.51133688361244,490.8914180027806,144.7361802382373,95.41827454947578,-27.51865118951576
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2004,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115024.0,3124.0,105.90560143314164,129.45292686064144,93.19790140130226,42.47612970912515,-1.0841379555947095
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2006,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115026.0,3126.0,140.42082154453797,273.6531558236227,67.23349721349706,46.74557430390377,-8.322171872948577
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2011,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115031.0,3131.0,112.29594044876512,139.76951379086682,96.503590534424,34.21246404736086,-1.2240976832312502
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2012,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115032.0,3132.0,95.96619334317168,137.54752084623422,69.8818621689876,42.341301789618704,-1.4828062277712593
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2016,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115036.0,3136.0,159.5143538229497,214.41453386691327,123.28661094131414,71.9712083041403,-4.338989478449054
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2020,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115040.0,3140.0,113.75083117996309,151.77906575423788,84.07730383625886,31.959219540740293,-2.121897665805742
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2022,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115042.0,3142.0,148.89002874498746,276.61652216548185,82.11941530812076,105.16064280803572,-8.233122991768195
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2027,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115047.0,3147.0,67.2818623803605,89.34419246040571,48.43476018876336,19.15232281345994,-0.0143430471713299
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2032,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115052.0,3152.0,168.72555056700728,465.6559053303327,66.77844477491831,53.18167909041581,-25.17507828526085
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,20,2034,154,154,20,20,134,134,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115054.0,3154.0,87.86417420401739,119.23726442165736,55.06347552025457,25.435873731628295,-0.7361103614453823
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2004,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115104.0,3204.0,57.93762483008735,89.34919206996875,43.28949318410466,23.668087690738545,0.0385788543283499
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2006,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115106.0,3206.0,60.028100606618864,85.6871989187498,43.1976672137628,18.130814706553235,-0.0933909197597808
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2011,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115111.0,3211.0,86.47289082032273,152.1071565089817,44.77461341793841,31.946102012594036,-1.031477250829573
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2012,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115112.0,3212.0,58.75604274926514,78.92710962098268,47.06196552603461,29.494987873393825,0.3393595444031528
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2016,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115116.0,3216.0,95.54096364627046,155.0481372725586,50.66273579655598,112.8250757177342,-0.8536139167555836
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2020,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115120.0,3220.0,47.67632664225341,57.514129009904366,43.47626350492999,12.959679301121248,0.2294395214892179
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2022,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115122.0,3222.0,55.33093971071997,70.81185280742068,41.59162046954086,18.325840503369935,0.351941350741894
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2027,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115127.0,3227.0,66.80874535150481,85.18453264281129,48.01360689409704,21.774899375799915,0.0991594493178884
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2032,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115132.0,3232.0,76.17920191240194,134.71924068550692,52.36295734142638,23.06978050336092,-1.2864970032195044
Uni-RT GINKAN,external_OOD,0419,Waters SunFire C18,100,2034,154,154,100,100,54,54,frozen_backbone_fresh_head,2,best_model.pth,d6cc9cb594eaf6b5,1115134.0,3234.0,50.51215225196871,64.78542296476009,39.12752933797202,28.49652574644025,0.5445124292627626
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,0,-1,156,156,0,0,156,156,zero_shot_source_task_ensemble,2,best_model.pth,8ca024fa4aa85cee,,,614.2741550771417,653.4056589652752,571.61911944637,62.7729532663445,-6.067787601475257
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2004,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115009.0,3109.0,739.9453400319506,1532.5829719614078,355.7846697086544,75.02738622100729,-39.8814965495546
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2006,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115011.0,3111.0,594.8712752743841,922.0391334356624,407.58874903077503,62.26254060329316,-12.672379335824258
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2011,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115016.0,3116.0,767.6964899855873,1450.2521767047783,395.22362225848383,77.46593552801441,-33.51843555471624
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2012,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115017.0,3117.0,432.1495492119599,568.9833915287142,359.51760307870927,43.22783081294777,-4.217130179125757
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2016,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115021.0,3121.0,1979.999351467985,3919.123886602664,744.8508911948711,216.367770961118,-247.2632403763344
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2020,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115025.0,3125.0,1342.1534558979497,3073.5598178227297,427.35729349410934,136.25692611509336,-179.6897601599734
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2022,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115027.0,3127.0,528.8171453675791,755.7864261346298,407.37008551074337,57.87820601634851,-8.31527853878947
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2027,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115032.0,3132.0,894.1853879672542,1251.557325632763,641.0417675843471,95.69615703848028,-26.325356919244243
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2032,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115037.0,3137.0,424.0442531977586,638.6690421008979,244.23298281658663,41.3672725152246,-5.573045263625775
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,5,2034,156,156,5,5,151,151,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115039.0,3139.0,360.32325660484327,481.5351305433199,267.02120151227405,37.94300452920712,-2.853909523207855
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2004,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115024.0,3124.0,406.82474746593215,577.8124550312788,274.10652366083247,41.01668391384257,-4.161702038861337
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2006,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115026.0,3126.0,246.50022504347925,354.85635050806525,177.80668356399838,24.751406661061644,-1.184397467185771
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2011,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115031.0,3131.0,478.3482283169396,742.7207265709433,329.18846493806154,47.71102063732109,-7.805578652885819
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2012,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115032.0,3132.0,373.9832327890419,562.3210616245268,242.61730534180697,37.805767682421234,-4.619077601138659
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2016,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115036.0,3136.0,371.7802699116387,517.8685742190042,303.27603175438594,38.17369079676136,-3.426203533748488
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2020,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115040.0,3140.0,366.0246768332025,515.68813345831,238.83151131067095,38.51246621404968,-3.632542946713671
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2022,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115042.0,3142.0,340.40973455929924,467.5202500322742,267.40608692611335,35.51146906906384,-2.596342337420102
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2027,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115047.0,3147.0,316.81728001368464,440.96174396616783,232.65328622480473,32.302905904990595,-2.2995817910476166
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2032,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115052.0,3152.0,329.55712413214496,472.9269775519148,220.3382776100075,31.7045739942853,-2.37907430942084
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,20,2034,156,156,20,20,136,136,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115054.0,3154.0,433.3885392283739,670.4475636883402,252.6178745315571,46.64792957581652,-5.971974079518932
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2004,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115104.0,3204.0,228.11107660072247,305.2955962436054,172.63403808554506,23.332992579559033,-0.915729409838991
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2006,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115106.0,3206.0,214.39107271183337,286.51065694143756,157.05978446054212,21.58501063765205,-0.4677387044357115
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2011,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115111.0,3211.0,231.07127845421027,276.3764287443655,208.29097057864223,27.7179711939578,-0.9188527051514352
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2012,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115112.0,3212.0,303.4732611778239,412.2546059949693,195.6325696495964,30.2081076063124,-1.1518273764452425
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2016,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115116.0,3216.0,261.06130834234534,348.1211678163825,204.3090339946259,27.858655776009027,-1.3963144169582264
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2020,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115120.0,3220.0,356.3661411676207,468.2375761292707,262.41238564063144,33.41073416079087,-1.5716863145018216
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2022,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115122.0,3222.0,228.26597470621903,318.7266311619977,166.69725559782802,24.13658009868801,-0.8859515050969233
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2027,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115127.0,3227.0,317.41100296106185,425.4855865710567,229.39806820386357,32.28785365025012,-1.790765919014894
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2032,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115132.0,3232.0,199.3484592142877,294.02054330906816,128.8121958325653,19.542833727854525,-0.4312677867154104
Uni-RT GINKAN,external_OOD,0420,Waters SunFire C18,100,2034,156,156,100,100,56,56,frozen_backbone_fresh_head,2,best_model.pth,8ca024fa4aa85cee,1115134.0,3234.0,340.0688204471257,432.1557420433816,285.2225714897592,33.877665411374814,-1.7969077074392978
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,0,-1,1896,1896,0,0,1896,1896,zero_shot_source_task_ensemble,2,best_model.pth,151141d441bf4e76,,,314.6943131665645,333.07961322221655,305.2968619109774,54.3698183502788,-1.3132164109457531
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2004,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115009.0,3109.0,581.1735059850685,1199.450025283265,261.8797590211657,82.94246022197001,-29.009608613578365
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2006,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115011.0,3111.0,250.56136015526752,341.24154654510477,188.34365133429267,42.60465676179926,-1.4256582813562524
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2011,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115016.0,3116.0,363.6191290809592,553.9122438063882,236.33083222522637,72.8116664373588,-5.387735658843987
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2012,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115017.0,3117.0,276.93759094744695,458.0683659286217,182.90045032348743,46.42274622409688,-3.366808315980524
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2016,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115021.0,3121.0,228.9402820976181,308.1016847164682,172.8826758097897,38.36743698604736,-0.9756727288242272
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2020,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115025.0,3125.0,259.93459408626876,339.90618956482655,236.1011685782076,48.60676404675036,-1.418664471293832
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2022,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115027.0,3127.0,294.8817014627659,393.6581261724239,236.53070707086133,49.994393780503984,-2.227152416931186
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2027,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115032.0,3132.0,319.83286142978784,382.4939149411625,295.0603600759627,54.58203869670939,-2.0575141117158786
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2032,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115037.0,3137.0,458.3044661514868,767.4530935483144,242.59631318650293,81.44298838920936,-11.263609185071106
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,5,2034,1896,1896,5,5,1891,1891,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115039.0,3139.0,401.18564346832534,776.8666540197142,224.02640507222793,70.67334836725217,-11.567357852594718
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2004,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115024.0,3124.0,222.34730947244455,316.0347666461868,155.947273618263,39.539100858047384,-1.0798528323092476
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2006,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115026.0,3126.0,223.41408753187503,359.7627658621678,162.4528697263627,40.85378479028319,-1.697142849444567
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2011,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115031.0,3131.0,242.9875791705379,333.40429649962306,191.40879680472077,42.68520766605288,-1.311299283557997
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2012,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115032.0,3132.0,242.15491825707235,320.0817240237284,187.22015311814445,41.80561082052504,-1.1277091464689557
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2016,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115036.0,3136.0,221.87190527506428,345.4660315363268,143.36157856115415,40.90222308465206,-1.501380355122354
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2020,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115040.0,3140.0,217.04700352298505,313.1925887984477,147.8248196815581,36.74145862631489,-1.055369780882936
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2022,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115042.0,3142.0,233.8170574374226,363.5100461044756,157.43003420998767,42.377545868634186,-1.7549453835706157
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2027,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115047.0,3147.0,298.1534323699488,518.4857679225424,174.88658858400726,48.87668176281132,-4.632882553161835
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2032,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115052.0,3152.0,226.1297154364606,303.58759954408765,183.98286022122608,39.16560631684122,-0.9231875363006214
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,20,2034,1896,1896,20,20,1876,1876,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115054.0,3154.0,272.0558886523554,418.807485465506,179.3598994039997,48.908392167864235,-2.6793472437712587
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,100,2004,1896,1896,100,100,1796,1796,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115104.0,3204.0,138.45493540555796,193.56922731422463,99.61203570378724,28.708697884732587,0.2209498140073778
Uni-RT GINKAN,external_OOD,0437,Agilent ZORBAX 300 SB-C18,100,2006,1896,1896,100,100,1796,1796,frozen_backbone_fresh_head,2,best_model.pth,151141d441bf4e76,1115106.0,3206.0,138.9910570201676,199.05341377503615,97.38842549937904,24.887641459629354,0.1785123564012977
