EXP_ID,EXP_NAME,MOLECULE_MODE,RT_ARCHITECTURE,use_device_metadata,rt_head_type,joint_multitask,weight_only,ood_evaluation,internal_test_evaluation,radonpy_percent,radonpy_fraction,seed,split_dir,best_epoch,best_valid_score,radonpy_rows_used,radonpy_rows_full_train,radonpy_valid_rows,elapsed_min,best_checkpoint,best_model_alias,final_checkpoint,training_log,best_valid_predictions
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2004,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2004,36,39.47570957863844,0,0,0,213.10631151596706,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2004/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2004/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2004/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2004/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2004/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2006,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2006,66,35.87810588172786,0,0,0,304.92845901250837,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2006/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2006/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2006/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2006/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2006/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2011,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2011,67,40.34393819123969,0,0,0,306.0939884066582,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2011/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2011/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2011/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2011/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2011/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2012,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2012,37,38.795730728641225,0,0,0,217.51102416912715,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2012/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2012/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2012/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2012/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2012/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2016,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2016,93,38.04642127791992,0,0,0,404.4584723393122,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2016/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2016/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2016/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2016/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2016/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2020,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2020,62,41.145717997697126,0,0,0,290.65839415391287,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2020/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2020/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2020/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2020/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2020/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2022,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2022,30,41.80252719336361,0,0,0,105.59329755306244,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2022/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2022/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2022/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2022/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2022/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2027,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2027,82,36.37690450598004,0,0,0,194.7283123532931,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2027/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2027/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2027/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2027/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2027/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2032,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2032,66,34.64479171037411,0,0,0,173.43639045556387,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2032/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2032/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2032/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2032/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2032/best_valid_predictions.csv
E3,M0 no PolyOmics × R2 no device + multitask heads,M0_no_aux,R2_nodevice_multi,False,multi,False,True,False,False,0,0.0,2034,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2034,17,41.61864445418569,0,0,0,82.8121485789617,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2034/best_rt.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2034/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2034/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2034/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E3/seed_2034/best_valid_predictions.csv
