ood_tier,EXP_ID,EXP_NAME,RT_ARCHITECTURE,RT_HEAD_TYPE,protocol,K,n_runs,n_completed_model_seeds,model_seeds_present,repeat_seeds_present,n_query_mean,n_support_mean,mape_pct_mean,mape_pct_std,mape_pct_sem,mape_pct_ci95_low,mape_pct_ci95_high,mape_pct_n,r2_mean,r2_std,r2_sem,r2_ci95_low,r2_ci95_high,r2_n,mae_sec_mean,mae_sec_std,mae_sec_sem,mae_sec_ci95_low,mae_sec_ci95_high,mae_sec_n,rmse_sec_mean,rmse_sec_std,rmse_sec_sem,rmse_sec_ci95_low,rmse_sec_ci95_high,rmse_sec_n,median_ae_sec_mean,median_ae_sec_std,median_ae_sec_sem,median_ae_sec_ci95_low,median_ae_sec_ci95_high,median_ae_sec_n,spearman_mean,spearman_std,spearman_sem,spearman_ci95_low,spearman_ci95_high,spearman_n,order,name_short
shimadzu_external_ood,E3,M0 no PolyOmics × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,5,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",45.0,5.0,444.908471531377,284.42943835038835,63.6003558953554,320.2517739764804,569.5651690862736,20,-2.502056253514337,4.073463788687494,0.9108541935389075,-4.287330472850596,-0.7167820341780784,20,308.22360467910767,200.64991565628443,44.86668510870513,220.28490186604563,396.1623074921697,20,407.9757348743325,224.28679053731773,50.1520510096699,309.6777148953795,506.2737548532855,20,230.44569325447083,188.13591991230598,42.068470593337246,147.99149089152982,312.89989561741186,20,0.015665349143610015,0.19063057841353123,0.04262629319227598,-0.0678821855132509,0.09921288380047094,20,3,M0-R2
shimadzu_external_ood,E3,M0 no PolyOmics × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,20,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",30.0,20.0,576.0887087929468,372.12428269205867,83.20951921777916,412.99805112609965,739.179366459794,20,-2.9461497901350513,3.542140805833379,0.7920467627719319,-4.498561445168038,-1.3937381351020648,20,289.1535086631775,89.13128120629614,19.93036036989276,250.09000233818767,328.2170149881673,20,406.5004296110772,147.17460848388595,32.90924291318862,341.9983135012275,471.0025457209269,20,183.58388221263885,58.36402974387059,13.050593794811427,158.00471837480845,209.16304605046926,20,0.07152391546162405,0.2056374934498972,0.04598194140766379,-0.018600689697396977,0.16164852062064508,20,3,M0-R2
shimadzu_external_ood,E4,M1 RadonPy pretrain × R0 device encoder + single head,R0_device_single,single,single_zero_shot_direct,0,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",-1,50.0,0.0,201.01440923495574,78.17587284689752,17.480656588604287,166.75232232129133,235.27649614862014,20,-0.19479100752628264,0.19685017268913738,0.044017036751548375,-0.28106439955931745,-0.10851761549324783,20,182.2971830749512,32.70646529177577,7.313387969614811,167.96294265450615,196.63142349539623,20,259.40267714029335,41.014512464003545,9.171123793352432,241.42727450532257,277.3780797752641,20,124.42428016662598,49.60340967987478,11.091659595997108,102.68462735847164,146.1639329747803,20,0.17366146458583429,0.11754132727693888,0.026283039795678555,0.12214670658630432,0.22517622258536424,20,4,M1-R0
shimadzu_external_ood,E5,M1 RadonPy pretrain × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,5,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",45.0,5.0,502.1867947560032,350.41148706368966,78.35439051711982,348.61218934244835,655.7614001695581,20,-2.5186561424793403,3.8920212232554636,0.8702824025071102,-4.224409651393277,-0.8129026335654044,20,284.09747931162514,134.66958354595582,30.113034331034438,225.07593202279764,343.1190266004526,20,377.42182323957564,149.59401711030605,33.4502391285911,311.8593545475371,442.98429193161417,20,217.32051730155945,133.94379772650166,29.950743688093947,158.61705967289532,276.0239749302236,20,0.054980237154150166,0.1821028599986732,0.04071943738541605,-0.024829860121265285,0.13479033442956562,20,5,M1-R1
shimadzu_external_ood,E5,M1 RadonPy pretrain × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,20,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",30.0,20.0,579.1830204499868,330.6606036227798,73.93795871816488,434.26462136238365,724.1014195375899,20,-3.236414397599841,3.41997924565426,0.7647306074921377,-4.735286388284431,-1.737542406915251,20,303.53795766830444,92.49232363772886,20.681912305087234,263.00140955033345,344.07450578627544,20,425.83738025319497,160.64679978006328,35.921716467601975,355.4308159766951,496.24394452969483,20,200.11932456493378,60.67836314010634,13.568094474469538,173.52585939497348,226.71278973489407,20,0.2329254727474972,0.15687193087221654,0.035077630119192404,0.16417331771388008,0.3016776277811143,20,5,M1-R1
shimadzu_external_ood,E6,M1 RadonPy pretrain × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,5,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",45.0,5.0,614.0658870854834,923.8144819894266,206.5711980327113,209.18633894136923,1018.9454352295975,20,-10.905203307373514,36.25530901139803,8.10693354947467,-26.794793064343864,4.984386449596839,20,359.33347299893694,412.8384483923779,92.31348343308957,178.39904547008138,540.2679005277926,20,464.30587599573676,498.3990725243917,111.44542060873876,245.8728516026088,682.7389003888647,20,293.9698097705841,370.48373752950187,82.84268216741562,131.5981527224495,456.3414668187187,20,0.16142951251646898,0.16381109074848174,0.0366292734381992,0.08963613657759854,0.2332228884553394,20,6,M1-R2
shimadzu_external_ood,E6,M1 RadonPy pretrain × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,20,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",30.0,20.0,579.3120424652537,309.81701840849234,69.27719137476926,443.528747370706,715.0953375598015,20,-2.3134289632044465,3.422232215849466,0.7652343869429139,-3.8132883616125577,-0.8135695647963352,20,272.8004376649857,78.94765760343365,17.653232906565577,238.20010116811716,307.4007741618542,20,370.83471690119416,101.96344492287919,22.799719406761366,326.14726686394187,415.52216693844645,20,196.96666252613068,70.33829976036508,15.728121968593348,166.1395434676877,227.79378158457365,20,0.18538375973303667,0.21656985427627404,0.048426491603897226,0.0904678361893981,0.2802996832766752,20,6,M1-R2
shimadzu_external_ood,E7,M2 joint multitask × R0 device encoder + single head,R0_device_single,single,single_zero_shot_direct,0,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",-1,50.0,0.0,190.03820735446635,72.25997880318566,16.157822465661702,158.36887532176942,221.70753938716328,20,-0.1761324163712335,0.07303659221485517,0.016331478503734807,-0.20814211423855372,-0.14412271850391328,20,171.1564600324631,21.64291270309304,4.839502403520975,161.671035321562,180.6418847433642,20,258.5304894487982,41.534186829077626,9.287326513999401,240.32732948135938,276.73364941623703,20,105.00554144382477,22.89263190884949,5.118948113206823,94.9724031419394,115.03867974571014,20,0.13838655462184868,0.082831873829206,0.01852177005857904,0.10208388530703376,0.17468922393666358,20,7,M2-R0
shimadzu_external_ood,E8,M2 joint multitask × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,5,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",45.0,5.0,488.2389883325128,263.09519482454533,58.82987401812342,372.9324352569909,603.5455414080348,20,-1.2670053851844556,1.575287681478653,0.35224503399043045,-1.9574056518056993,-0.576605118563212,20,255.5979927857717,81.07402591940661,18.128703316537305,220.0657342853586,291.13025128618483,20,336.3637394669398,93.06355613630862,20.809643774865375,295.57683766820367,377.150641265676,20,195.77871894836426,85.31197047906629,19.076336528564752,158.38909935237734,233.16833854435117,20,0.01175230566534915,0.19077930491695852,0.04265954944944791,-0.07186041125556875,0.09536502258626706,20,8,M2-R1
shimadzu_external_ood,E8,M2 joint multitask × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,20,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",30.0,20.0,715.0079873798979,346.8830719784909,77.5654129187858,562.9797780590777,867.0361967007182,20,-2.7883745719355093,2.9544238180930074,0.6606292491600437,-4.083207900289195,-1.4935412435818236,20,315.66961007118226,88.1794593077137,19.717526523122437,277.02325808586227,354.31596205650226,20,433.1939607645287,114.87773446187063,25.687442335791292,382.84657378637775,483.54134774267965,20,232.48056292533875,87.58029510418837,19.58354933424572,194.09680623021714,270.8643196204604,20,0.11163515016685203,0.14872194331491123,0.033255237499801193,0.046454884667241694,0.17681541566646236,20,8,M2-R1
shimadzu_external_ood,E9,M2 joint multitask × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,5,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",45.0,5.0,580.0381783755431,400.55277912166974,89.5663242692512,404.48818280781074,755.5881739432755,20,-3.587921095245091,7.46564262826705,1.6693684412525316,-6.859883240100054,-0.315958950390129,20,312.9187260468801,191.34501952432433,42.786047081241364,229.05807376764704,396.7793783261132,20,408.5437255048276,230.48349330362964,51.537675871853345,307.52988079599504,509.55757021366014,20,249.68406343460083,174.36747507967928,38.98975273431634,173.2641480753408,326.10397879386085,20,0.1128063241106719,0.19260781957355103,0.043068417756447465,0.02839222530803487,0.19722042291330893,20,9,M2-R2
shimadzu_external_ood,E9,M2 joint multitask × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,20,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",30.0,20.0,756.3574175456367,403.53467269889126,90.23309594328494,579.5005494967983,933.2142855944752,20,-4.245117886414373,4.485556430848617,1.003000909628884,-6.210999669286985,-2.27923610354176,20,343.6913051843643,151.85637083971142,33.95611680140115,277.13731625361805,410.24529411511054,20,475.1631840127493,202.15631971824652,45.203527297118036,386.56427051039793,563.7620975151007,20,235.17126524448395,105.99026820163057,23.700144465228032,188.71898209263702,281.6235483963309,20,0.0896996662958843,0.11993859996143909,0.026819086263993146,0.037134257218457735,0.14226507537331087,20,9,M2-R2
