ood_tier,EXP_ID,EXP_NAME,RT_ARCHITECTURE,RT_HEAD_TYPE,protocol,K,n_runs,n_completed_model_seeds,model_seeds_present,repeat_seeds_present,n_query_mean,n_support_mean,mape_pct_mean,mape_pct_std,mape_pct_sem,mape_pct_ci95_low,mape_pct_ci95_high,mape_pct_n,r2_mean,r2_std,r2_sem,r2_ci95_low,r2_ci95_high,r2_n,mae_sec_mean,mae_sec_std,mae_sec_sem,mae_sec_ci95_low,mae_sec_ci95_high,mae_sec_n,rmse_sec_mean,rmse_sec_std,rmse_sec_sem,rmse_sec_ci95_low,rmse_sec_ci95_high,rmse_sec_n,median_ae_sec_mean,median_ae_sec_std,median_ae_sec_sem,median_ae_sec_ci95_low,median_ae_sec_ci95_high,median_ae_sec_n,spearman_mean,spearman_std,spearman_sem,spearman_ci95_low,spearman_ci95_high,spearman_n,order,name_short
new_report_low_overlap_ood,E8,M2 joint multitask × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,20,60,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",2008.8333333333333,20.0,25.4536642566008,11.6438141355966,1.5032099411166713,22.507372772012122,28.399955741189476,60,0.30342777881504734,0.3443948070548358,0.04446117840812319,0.21628386913512587,0.3905716884949688,60,81.78692652150042,57.742600197822256,7.454537631095956,67.17603276455235,96.39782027844849,60,109.16755833490966,77.47683539094801,10.002216439533168,89.56321411342465,128.77190255639465,60,63.982516288757324,47.71991288948901,6.160614263448653,51.90771233239796,76.05732024511668,60,0.6534399074568518,0.1905072462353553,0.024594379733378892,0.6052349231794292,0.7016448917342744,60,8,M2-R1
new_report_low_overlap_ood,E8,M2 joint multitask × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,100,50,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",2325.6,100.0,21.797688861225808,6.359010824207268,0.8992999350871231,20.035060988455047,23.56031673399657,50,0.5023064489767729,0.2353487847341378,0.03328334432590437,0.4370710940980003,0.5675418038555454,50,72.01310757870326,48.138610701946554,6.8078276128491435,58.669765457518935,85.35644969988758,50,99.32463223891934,66.64124236970464,9.424494877262884,80.85262227948408,117.79664219835459,50,54.38058099746704,37.10209996262132,5.247029295966136,44.096403577373415,64.66475841756068,50,0.7449298446835918,0.14308090412411603,0.02023469551289294,0.7052698414783216,0.784589847888862,50,8,M2-R1
new_report_low_overlap_ood,E8,M2 joint multitask × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,1000,30,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",2939.3333333333335,1000.0,16.545423086015457,3.298153183480898,0.602157632233321,15.365194126838148,17.725652045192767,30,0.7742611806472514,0.04793994146946461,0.00875259578276771,0.7571060929130267,0.791416268381476,30,40.99762848275337,19.96878915499663,3.6457854220853934,33.851889055466,48.14336791004074,30,55.94817037027347,27.93912555406071,5.100963100976024,45.95028269236047,65.94605804818649,30,30.330135345458984,13.889884531266746,2.535934359638956,25.35970400056663,35.30056669035134,30,0.8840779409929096,0.0330786489513932,0.006039307400824222,0.8722408984872941,0.895914983498525,30,8,M2-R1
new_report_low_overlap_ood,E9,M2 joint multitask × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,5,60,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",2023.8333333333333,5.0,31.220039297696026,14.599459358181015,1.8847820985955697,27.525866384448708,34.91421221094334,60,0.055881286627539994,0.7860437694885681,0.10147781428731087,-0.1430152293755893,0.2547778026306693,60,99.63725765056786,85.02472380047818,10.976644643171246,78.12303414995222,121.1514811511835,60,127.73768764709725,107.09795912490301,13.8262870701184,100.63816498966519,154.83721030452932,60,82.4110152721405,73.87788640575015,9.537594123415788,63.717330790245555,101.10469975403545,60,0.5678967434118076,0.31053685156259414,0.04009013514952039,0.48932007851874765,0.6464734083048675,60,9,M2-R2
new_report_low_overlap_ood,E9,M2 joint multitask × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,20,60,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",2008.8333333333333,20.0,26.57564191315266,11.952589919300982,1.5430727233833117,23.551219375321367,29.60006445098395,60,0.25306115496516457,0.5420401498607273,0.06997708244621231,0.11590607337058845,0.3902162365597407,60,86.14516606415843,66.76556032188155,8.619396774228465,69.25114838667065,103.03918374164621,60,115.45864170858027,90.148904288138,11.638173499560162,92.64782164944236,138.26946176771818,60,65.22009372711182,49.16175118048878,6.346754786414195,52.78045434574,77.65973310848364,60,0.6507494557006429,0.20219513644761128,0.02610327987152449,0.5995870271524549,0.7019118842488309,60,9,M2-R2
new_report_low_overlap_ood,E9,M2 joint multitask × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,100,50,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",2325.6,100.0,23.903328129267422,13.613806886618523,1.9252830334584154,20.129773383688928,27.676882874845916,50,0.48239217438140614,0.19143474866652044,0.027072961787367796,0.4293291692781653,0.535455179484647,50,71.95426116754302,43.46780783117179,6.1472763361470575,59.905599548694795,84.00292278639125,50,100.15826617534148,60.52456315170301,8.559465806584528,83.3817131944358,116.93481915624716,50,52.66958613395691,30.626036920991066,4.331175677540471,44.18048180597759,61.15869046193623,50,0.7431120557003327,0.11007429025408337,0.01556685541459173,0.7126010190877329,0.7736230923129325,50,9,M2-R2
new_report_low_overlap_ood,E9,M2 joint multitask × R2 no-device + multitask heads,R2_nodevice_multi,multi,frozen_backbone_kshot_new_head,1000,30,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",2939.3333333333335,1000.0,16.708219961456958,3.437142258814304,0.6275334495022847,15.47825440043248,17.938185522481437,30,0.7726045015388839,0.04920423281878149,0.00898342274652754,0.75499699295569,0.7902120101220779,30,41.21481189528113,19.86658180436532,3.6271249982575235,34.105646898696385,48.323976891865875,30,56.14813362145503,27.912734435492176,5.096144763990098,46.15968988403444,66.13657735887563,30,30.428781032562256,13.394321951320117,2.4454574250748804,25.63568447941549,35.221877585709024,30,0.8834255153636068,0.03492378203491559,0.006376181071305647,0.8709282004638478,0.8959228302633658,30,9,M2-R2
shimadzu_external_ood,E1,M0 no PolyOmics × R0 device encoder + single head,R0_device_single,single,single_zero_shot_direct,0,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",-1,50.0,0.0,169.96216376127637,50.393603714968116,11.268352353785463,147.87619314785687,192.04813437469588,20,-0.20439706288366194,0.12009155334287709,0.02685328767982153,-0.25702950673611213,-0.15176461903121174,20,170.59998763561254,25.04566131969874,5.600380125228347,159.62324259016498,181.5767326810601,20,261.8823446102946,46.025737550802454,10.291667787815896,241.7106757461754,282.05401347441375,20,101.44604408740997,19.7505744173942,4.416362699196173,92.78997319698547,110.10211497783447,20,-0.03096758703481393,0.14017210223337165,0.031343434914286906,-0.09240071946681627,0.030465545397188407,20,1,M0-R0
shimadzu_external_ood,E2,M0 no PolyOmics × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,5,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",45.0,5.0,460.1830495246586,310.5433383211679,69.43960144458468,324.08143069327264,596.2846683560446,20,-1.5773408528712116,3.0409786783916957,0.6799835043011302,-2.910108521301427,-0.2445731844409964,20,269.5351154645284,148.6883516587635,33.24772617713888,204.36957215733622,334.7006587717206,20,364.4087193493826,182.61494081688357,40.83394213736526,284.3741927601467,444.4432459386185,20,203.74314165115356,145.26019294101587,32.481166584084654,140.08005514634763,267.40622815595947,20,-0.01818181818181818,0.17200088551935885,0.03846056722114456,-0.09356452993526151,0.05720089357162516,20,2,M0-R1
shimadzu_external_ood,E2,M0 no PolyOmics × R1 device encoder + multitask heads,R1_device_multi,multi,frozen_backbone_kshot_new_head,20,20,10,"2004,2006,2011,2012,2016,2020,2022,2027,2032,2034","2004,2006,2011,2012,2016,2020,2022,2027,2032,2034",30.0,20.0,572.3282190572413,402.04324051746363,89.89960156913463,396.12499998173746,748.5314381327452,20,-3.2939211177319003,3.679412250729227,0.8227415909876051,-4.906494636067606,-1.6813475993961944,20,275.10239684581757,76.95231113936427,17.20705987333328,241.37655949408435,308.8282341975508,20,390.63217300144015,103.67908524966445,23.183348246324545,345.1928104386441,436.0715355642362,20,182.85541999340057,72.34111086015027,16.175964145114428,151.1505302689763,214.56030971782485,20,0.08981090100111233,0.20741872862392072,0.04638023770096681,-0.0010943648927826122,0.18071616689500727,20,2,M0-R1
