EXP_ID,EXP_NAME,MOLECULE_MODE,RT_ARCHITECTURE,use_device_metadata,rt_head_type,joint_multitask,weight_only,ood_evaluation,internal_test_evaluation,radonpy_percent,scaling_experiment_id,scaling_protocol,scaling_point_number,scaling_log10_percent,aux_count_rounding_rule,zero_percent_baseline_exp_id,radonpy_fraction,seed,split_dir,best_epoch,best_valid_score,radonpy_rows_used,radonpy_rows_full_train,radonpy_requested_count_float,radonpy_requested_count_rounded,radonpy_valid_rows,elapsed_min,best_checkpoint,best_model_alias,final_checkpoint,training_log,best_valid_predictions
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2004,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2004,80,35.09599649759833,69,20565,68.7632218592006,69,2286,227.83764522473018,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2004/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2004/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2004/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2004/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2004/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2006,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2006,69,33.13715325297572,69,20565,68.7632218592006,69,2286,204.73146156867344,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2006/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2006/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2006/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2006/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2006/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2011,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2011,58,31.965216333915684,69,20565,68.7632218592006,69,2286,176.01317752599715,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2011/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2011/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2011/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2011/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2011/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2012,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2012,45,33.78489271827843,69,20565,68.7632218592006,69,2286,152.27804565429688,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2012/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2012/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2012/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2012/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2012/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2016,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2016,75,35.4744858752836,69,20565,68.7632218592006,69,2286,221.5537182132403,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2016/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2016/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2016/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2016/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2016/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2020,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2020,91,39.007349385747716,69,20565,68.7632218592006,69,2286,260.2299858093262,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2020/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2020/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2020/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2020/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2020/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2022,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2022,73,39.45495362994,69,20565,68.7632218592006,69,2286,213.98673092126847,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2022/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2022/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2022/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2022/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2022/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2027,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2027,97,36.42300627083324,69,20565,68.7632218592006,69,2286,262.62064008315406,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2027/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2027/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2027/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2027/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2027/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2032,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2032,99,33.02296525149136,69,20565,68.7632218592006,69,2286,279.1797809918722,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2032/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2032/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2032/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2032/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2032/best_valid_predictions.csv
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,M2_joint,R1_device_multi,True,multi,True,True,False,False,0.334370152488211,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,round-half-up for nonnegative counts: floor(fraction * N_aux_train_full + 0.5),E2,0.00334370152488211,2034,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/exact_full_inchikey_split_6_2_2/seed_2034,40,36.39375379541683,69,20565,68.7632218592006,69,2286,140.9919769803683,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2034/best_joint.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2034/best_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2034/final_model.pt,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2034/training_log.csv,ORIGINAL_WORKSPACE/RepoRT_PolyOmics_9exp_weight_only_notebooks/outputs/E8_scaling_log5/point_02_pct_000p334370/seed_2034/best_valid_predictions.csv
