EXP_ID,EXP_NAME,SCALING_EXPERIMENT_ID,scaling_protocol,scaling_point_number,scaling_log10_percent,radonpy_percent,radonpy_fraction,zero_percent_baseline_exp_id,n_completed_seeds,weight_only,best_valid_score_mean,best_valid_score_std,best_valid_score_min,best_valid_score_max,best_epoch_mean,best_epoch_std,best_epoch_min,best_epoch_max,elapsed_min_mean,elapsed_min_std,elapsed_min_min,elapsed_min_max
E8,E8 scaling point 2/5: M2 joint multitask × R1 device multi at 0.33437015% auxiliary data,E8_scale_log5_p02,E8_auxiliary_log10_percent_0p05_to_100_5points,2,-0.47577249674798594,0.334370152488211,0.00334370152488211,E2,10,True,35.3759773011481,2.5112852464819477,31.965216333915684,39.45495362994,72.7,20.390902110718127,40.0,99.0,213.9423162972927,46.74607960528223,140.9919769803683,279.1797809918722
