EXP_ID,EXP_NAME,SCALING_EXPERIMENT_ID,scaling_protocol,scaling_point_number,scaling_log10_percent,radonpy_percent,radonpy_fraction,zero_percent_baseline_exp_id,n_completed_seeds,weight_only,best_valid_score_mean,best_valid_score_std,best_valid_score_min,best_valid_score_max,best_epoch_mean,best_epoch_std,best_epoch_min,best_epoch_max,elapsed_min_mean,elapsed_min_std,elapsed_min_min,elapsed_min_max
E8,E8 scaling point 4/5: M2 joint multitask × R1 device multi at 14.953488% auxiliary data,E8_scale_log5_p04,E8_auxiliary_log10_percent_0p05_to_100_5points,4,1.1747425010840047,14.953487812212204,0.14953487812212204,E2,10,True,34.7464237725725,1.9880242310540006,31.67256779644371,37.66297492078195,72.9,26.98744564093131,28.0,115.0,214.86096668044723,60.897214879174435,109.9058191537857,311.29244128465655
