EXP_ID,EXP_NAME,SCALING_EXPERIMENT_ID,scaling_protocol,scaling_point_number,scaling_log10_percent,radonpy_percent,radonpy_fraction,zero_percent_baseline_exp_id,n_completed_seeds,weight_only,best_valid_score_mean,best_valid_score_std,best_valid_score_min,best_valid_score_max,best_epoch_mean,best_epoch_std,best_epoch_min,best_epoch_max,elapsed_min_mean,elapsed_min_std,elapsed_min_min,elapsed_min_max
E8,E8 scaling point 1/5: M2 joint multitask × R1 device multi at 0.05% auxiliary data,E8_scale_log5_p01,E8_auxiliary_log10_percent_0p05_to_100_5points,1,-1.3010299956639813,0.049999999999999996,0.0005,E2,10,True,35.74236493386617,1.7564549883645348,33.22402775169078,38.569803729923336,84.3,22.76473881539899,52.0,126.0,136.64074634949367,23.75781239382926,98.81404592196148,184.2654366850853
